Title,Link,Remote Testing,Adaptive/IRT,Duration (In Minutes),Test Keys,ID,Test Type,text_for_embedding
OPQ User Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/,Yes,No,,"P, S",240,"Personality, Situational","OPQ User Report - Personality, Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
Oracle DBA (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-advanced-level-new/,Yes,No,12.0,K,241,Knowledge,"Oracle DBA (Advanced Level) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Oracle DBA (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-entry-level-new/,Yes,No,12.0,K,242,Knowledge,"Oracle DBA (Entry Level) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Oracle PL/SQL (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/,Yes,No,11.0,K,243,Knowledge,"Oracle PL/SQL (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Oracle WebLogic Server (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-weblogic-server-new/,Yes,No,7.0,K,244,Knowledge,"Oracle WebLogic Server (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Organic Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/organic-chemistry-new/,Yes,No,10.0,K,245,Knowledge,"Organic Chemistry (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Paint Technology (New),https://www.shl.com/solutions/products/product-catalog/view/paint-technology-new/,Yes,No,7.0,K,246,Knowledge,"Paint Technology (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Pediatrics (New),https://www.shl.com/solutions/products/product-catalog/view/pediatrics-new/,Yes,No,5.0,K,247,Knowledge,"Pediatrics (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Pega Development (New),https://www.shl.com/solutions/products/product-catalog/view/pega-development-new/,Yes,No,17.0,K,248,Knowledge,"Pega Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 17.0 mins."
Perl (New),https://www.shl.com/solutions/products/product-catalog/view/perl-new/,Yes,No,9.0,K,249,Knowledge,"Perl (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Petrochemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petrochemical-engineering-new/,Yes,No,7.0,K,250,Knowledge,"Petrochemical Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Petroleum Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petroleum-engineering-new/,Yes,No,10.0,K,251,Knowledge,"Petroleum Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Pharmaceutical Analysis (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,Yes,No,12.0,K,252,Knowledge,"Pharmaceutical Analysis (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Pharmaceutical Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,Yes,No,17.0,K,253,Knowledge,"Pharmaceutical Chemistry (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 17.0 mins."
Pharmaceutical Science (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,Yes,No,7.0,K,254,Knowledge,"Pharmaceutical Science (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Pharmaceutics (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/,Yes,No,12.0,K,255,Knowledge,"Pharmaceutics (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Pharmacology (New),https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,Yes,No,12.0,K,256,Knowledge,"Pharmacology (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
PHP (New),https://www.shl.com/solutions/products/product-catalog/view/php-new/,Yes,No,8.0,K,257,Knowledge,"PHP (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
PJM Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,Yes,No,,"C, A, P",258,"Cognitive, Abilities, Personality","PJM Development Report - Cognitive, Abilities, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,Yes,No,,"A, C, P",259,"Abilities, Cognitive, Personality","PJM Selection Report - Abilities, Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,Yes,No,8.0,K,260,Knowledge,"Polymer Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,Yes,No,15.0,K,261,Knowledge,"Power Electronics and Drives (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,Yes,No,12.0,K,262,Knowledge,"Power System Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,Yes,No,4.0,K,263,Knowledge,"Prism (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 4.0 mins."
Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,No,13.0,K,264,Knowledge,"Production and Industrial Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,Yes,No,10.0,K,265,Knowledge,"Production Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,Yes,Yes,25.0,K,266,Knowledge,"Programming Concepts - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 25.0 mins."
Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,Yes,Yes,30.0,K,267,Knowledge,"Project Management (2013) - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 30.0 mins."
Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,Yes,No,6.0,K,268,Knowledge,"Proofreading v1 - Knowledge. Remote: Yes, Adaptive: No, Duration: 6.0 mins."
Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,Yes,No,11.0,K,269,Knowledge,"Python (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,Yes,No,13.0,K,270,Knowledge,"R Programming (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,Yes,No,10.0,K,271,Knowledge,"ReactJS (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,Yes,Yes,35.0,A,272,Abilities,"Reading Comprehension - English v1 - Abilities. Remote: Yes, Adaptive: Yes, Duration: 35.0 mins."
Reading Comprehension - Spanish v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes,26.0,A,273,Abilities,"Reading Comprehension - Spanish v1 - Abilities. Remote: Yes, Adaptive: Yes, Duration: 26.0 mins."
Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes,35.0,A,274,Abilities,"Reading Comprehension v2 - Abilities. Remote: Yes, Adaptive: Yes, Duration: 35.0 mins."
RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,Yes,No,10.0,C,275,Cognitive,"RemoteWorkQ - Cognitive. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,Yes,No,,C,276,Cognitive,"RemoteWorkQ Manager Report - Cognitive. Remote: Yes, Adaptive: No, Duration: nan mins."
RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,Yes,No,,C,277,Cognitive,"RemoteWorkQ Participant Report - Cognitive. Remote: Yes, Adaptive: No, Duration: nan mins."
RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,Yes,No,12.0,K,278,Knowledge,"RESTful Web Services (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No,30.0,"B, K, S, A",279,"Behavior, Knowledge, Situational, Abilities","Retail Sales and Service Simulation - Behavior, Knowledge, Situational, Abilities. Remote: Yes, Adaptive: No, Duration: 30.0 mins."
Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,Yes,No,5.0,K,280,Knowledge,"Reviewing Forms - US (R1) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,Yes,No,11.0,K,281,Knowledge,"Ruby (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,Yes,No,11.0,K,282,Knowledge,"Ruby on Rails (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,Yes,No,20.0,"S, B",283,"Situational, Behavior","Sales & Service Phone Simulation - Situational, Behavior. Remote: Yes, Adaptive: No, Duration: 20.0 mins."
Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,Yes,No,35.0,"B, P, S",284,"Behavior, Personality, Situational","Sales & Service Phone Solution - Behavior, Personality, Situational. Remote: Yes, Adaptive: No, Duration: 35.0 mins."
Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,Yes,No,,"P, P",285,"Personality, Personality","Sales Interview Guide - Personality, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,Yes,No,,P,286,Personality,"Sales Profiler Cards - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,Yes,No,,P,287,Personality,"Sales Transformation 1.0 - Individual Contributor - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No,,P,288,Personality,"Sales Transformation 2.0 - Individual Contributor - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No,,P,289,Personality,"Sales Transformation Report 1.0 - Sales Manager - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,,P,290,Personality,"Sales Transformation Report 2.0 - Sales Manager - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,Yes,No,15.0,K,291,Knowledge,"Salesforce Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,12.0,K,292,Knowledge,"SAP ABAP (Advanced Level) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,9.0,K,293,Knowledge,"SAP ABAP (Intermediate Level) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,Yes,No,9.0,K,294,Knowledge,"SAP Basis (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,10.0,K,295,Knowledge,"SAP Business Objects WebI (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,9.0,K,296,Knowledge,"SAP BW (Business Warehouse) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,,K,297,Knowledge,"SAP HCM (Human Capital Management) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: nan mins."
SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,Yes,No,20.0,K,298,Knowledge,"SAP Hybris (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 20.0 mins."
SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,Yes,No,10.0,K,299,Knowledge,"SAP Materials Management (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,Yes,No,8.0,K,300,Knowledge,"SAP SD (Sales and Distribution) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,Yes,No,12.0,K,301,Knowledge,"Search Engine Optimization (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,Yes,No,10.0,K,302,Knowledge,"Selenium (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,Yes,No,10.0,K,303,Knowledge,"Shell Scripting (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Yes,Yes,20.0,"A, S",304,"Abilities, Situational","SHL Verify Interactive - Inductive Reasoning - Abilities, Situational. Remote: Yes, Adaptive: Yes, Duration: 20.0 mins."
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,Yes,Yes,20.0,"A, S",305,"Abilities, Situational","SHL Verify Interactive – Deductive Reasoning - Abilities, Situational. Remote: Yes, Adaptive: Yes, Duration: 20.0 mins."
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Yes,Yes,20.0,"A, S",306,"Abilities, Situational","SHL Verify Interactive – Numerical Reasoning - Abilities, Situational. Remote: Yes, Adaptive: Yes, Duration: 20.0 mins."
SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,Yes,Yes,36.0,A,307,Abilities,"SHL Verify Interactive G+ - Abilities. Remote: Yes, Adaptive: Yes, Duration: 36.0 mins."
SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,Yes,Yes,10.0,A,308,Abilities,"SHL Verify Interactive Numerical Calculation - Abilities. Remote: Yes, Adaptive: Yes, Duration: 10.0 mins."
Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,Yes,No,8.0,K,309,Knowledge,"Siebel Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,Yes,No,,P,310,Personality,"Smart Interview Live - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,Yes,No,,K,311,Knowledge,"Smart Interview Live Coding - Knowledge. Remote: Yes, Adaptive: No, Duration: nan mins."
Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,Yes,No,,P,312,Personality,"Smart Interview On Demand - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,Yes,No,10.0,K,313,Knowledge,"Social Media (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,Yes,Yes,30.0,K,314,Knowledge,"Software Business Analysis - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 30.0 mins."
SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,Yes,No,,K,315,Knowledge,"SonarQube (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: nan mins."
Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,Yes,No,0.0,K,316,Knowledge,"Spelling (U.S.) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 0.0 mins."
Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,Yes,No,6.0,"A, K",317,"Abilities, Knowledge","Split Screen Typing Test - Form 1 - Abilities, Knowledge. Remote: Yes, Adaptive: No, Duration: 6.0 mins."
Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,Yes,No,9.0,K,318,Knowledge,"Spring (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,Yes,No,9.0,K,319,Knowledge,"SQL (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,Yes,No,11.0,K,320,Knowledge,"SQL Server (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No,15.0,K,321,Knowledge,"SQL Server Analysis Services (SSAS) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No,10.0,K,322,Knowledge,"SQL Server Integration Services (SSIS) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Yes,No,10.0,K,323,Knowledge,"SQL Server Reporting Services (SSRS) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,Yes,No,11.0,K,324,Knowledge,"Statistical Analysis System (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,Yes,No,5.0,K,325,Knowledge,"Struts (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,Yes,No,,S,326,Situational,"SVAR - Spoken English (AUS) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,,S,327,Situational,"SVAR - Spoken English (Indian Accent)  (New) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,,S,328,Situational,"SVAR - Spoken English (U.K.) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
SVAR - Spoken English (US)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,,S,329,Situational,"SVAR - Spoken English (US)  (New) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,,S,330,Situational,"SVAR - Spoken French (Canadian) (New) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,,S,331,Situational,"SVAR - Spoken French (European) (New) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,,S,332,Situational,"SVAR - Spoken Spanish (Castilian) (New) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,,S,333,Situational,"SVAR - Spoken Spanish (North American) (New) - Situational. Remote: Yes, Adaptive: No, Duration: nan mins."
Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,Yes,No,4.0,K,334,Knowledge,"Swing (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 4.0 mins."
Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,Yes,No,8.0,K,335,Knowledge,"Tableau (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,7.0,K,336,Knowledge,"Telecommunications Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,Yes,No,9.0,K,337,Knowledge,"Teradata Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,Yes,Yes,15.0,K,338,Knowledge,"Time Management (U.S.) - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 15.0 mins."
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,Yes,Yes,15.0,K,339,Knowledge,"Training Development - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 15.0 mins."
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,Yes,No,2.0,S,340,Situational,"Typing (New) - Situational. Remote: Yes, Adaptive: No, Duration: 2.0 mins."
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,8.0,K,341,Knowledge,"UiPath RPA Development (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,,"C, P",342,"Cognitive, Personality","Universal Competency Framework Interview Guide - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,,"C, P",343,"Cognitive, Personality","Universal Competency Framework Job profiling guide - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,,"C, P",344,"Cognitive, Personality","Universal Competency Framework Profiler Cards (44) - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,Yes,No,9.0,K,345,Knowledge,"UNIX (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,Yes,No,10.0,K,346,Knowledge,"VB.NET (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes,20.0,A,347,Abilities,"Verify - Deductive Reasoning - Abilities. Remote: Yes, Adaptive: Yes, Duration: 20.0 mins."
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,Yes,No,8.0,A,348,Abilities,"Verify - Following Instructions - Abilities. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,Yes,Yes,36.0,A,349,Abilities,"Verify - G+ - Abilities. Remote: Yes, Adaptive: Yes, Duration: 36.0 mins."
Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,10.0,A,350,Abilities,"Verify - General Ability Screen - Abilities. Remote: Yes, Adaptive: Yes, Duration: 10.0 mins."
Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,24.0,A,351,Abilities,"Verify - Inductive Reasoning (2014) - Abilities. Remote: Yes, Adaptive: Yes, Duration: 24.0 mins."
Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,20.0,A,352,Abilities,"Verify - Numerical Ability - Abilities. Remote: Yes, Adaptive: Yes, Duration: 20.0 mins."
Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,5.0,A,353,Abilities,"Verify - Technical Checking - Next Generation - Abilities. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,Yes,15.0,A,354,Abilities,"Verify - Verbal Ability - Next Generation - Abilities. Remote: Yes, Adaptive: Yes, Duration: 15.0 mins."
Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,Yes,No,10.0,A,355,Abilities,"Verify - Working with Information - Abilities. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,,A,356,Abilities,"Verify G+ - Ability Test Report - Abilities. Remote: Yes, Adaptive: No, Duration: nan mins."
Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,Yes,No,,A,357,Abilities,"Verify G+ - Candidate Report - Abilities. Remote: Yes, Adaptive: No, Duration: nan mins."
Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,,A,358,Abilities,"Verify Interactive Ability Report - Abilities. Remote: Yes, Adaptive: No, Duration: nan mins."
